"No.","Time","Source","Destination","Protocol","Length","Info"
"321","6.468116","172.168.1.44","10.10.10.38","UDP","214",""
"322","6.488306","172.168.1.44","10.10.10.38","UDP","214",""
"323","6.508488","172.168.1.44","10.10.10.38","UDP","214",""
"324","6.528700","172.168.1.44","10.10.10.38","UDP","214",""
"325","6.548885","172.168.1.44","10.10.10.38","UDP","214",""
"326","6.569058","172.168.1.44","10.10.10.38","UDP","214",""
"327","6.589257","172.168.1.44","10.10.10.38","UDP","214",""
"328","6.609456","172.168.1.44","10.10.10.38","UDP","214",""
"329","6.629638","172.168.1.44","10.10.10.38","UDP","214",""
"330","6.649809","172.168.1.44","10.10.10.38","UDP","214",""
"331","6.669964","172.168.1.44","10.10.10.38","UDP","214",""
"332","6.690172","172.168.1.44","10.10.10.38","UDP","214",""
"333","6.710345","172.168.1.44","10.10.10.38","UDP","214",""
"334","6.730521","172.168.1.44","10.10.10.38","UDP","214",""
"335","6.750719","172.168.1.44","10.10.10.38","UDP","214",""
"336","6.770900","172.168.1.44","10.10.10.38","UDP","214",""
"337","6.791068","172.168.1.44","10.10.10.38","UDP","214",""
"338","6.811265","172.168.1.44","10.10.10.38","UDP","214",""
"339","6.831442","172.168.1.44","10.10.10.38","UDP","214",""
"340","6.851628","172.168.1.44","10.10.10.38","UDP","214",""
"341","6.871805","172.168.1.44","10.10.10.38","UDP","214",""
"342","6.891986","172.168.1.44","10.10.10.38","UDP","214",""
"343","6.912145","172.168.1.44","10.10.10.38","UDP","214",""
"344","6.932296","172.168.1.44","10.10.10.38","UDP","214",""
"345","6.952484","172.168.1.44","10.10.10.38","UDP","214",""
"346","6.972657","172.168.1.44","10.10.10.38","UDP","214",""
"347","6.992822","172.168.1.44","10.10.10.38","UDP","214",""
"348","7.012995","172.168.1.44","10.10.10.38","UDP","214",""
"349","7.033177","172.168.1.44","10.10.10.38","UDP","214",""
"350","7.053334","172.168.1.44","10.10.10.38","UDP","214",""
"351","7.073493","172.168.1.44","10.10.10.38","UDP","214",""
"352","7.093657","172.168.1.44","10.10.10.38","UDP","214",""
"353","7.113834","172.168.1.44","10.10.10.38","UDP","214",""
"354","7.134015","172.168.1.44","10.10.10.38","UDP","214",""
"355","7.154205","172.168.1.44","10.10.10.38","UDP","214",""
"356","7.174378","172.168.1.44","10.10.10.38","UDP","214",""
"357","7.194522","172.168.1.44","10.10.10.38","UDP","214",""
"358","7.214680","172.168.1.44","10.10.10.38","UDP","214",""
"359","7.234857","172.168.1.44","10.10.10.38","UDP","214",""
"360","7.255003","172.168.1.44","10.10.10.38","UDP","214",""
"361","7.275160","172.168.1.44","10.10.10.38","UDP","214",""
"362","7.295336","172.168.1.44","10.10.10.38","UDP","214",""
"363","7.315519","172.168.1.44","10.10.10.38","UDP","214",""
"364","7.335690","172.168.1.44","10.10.10.38","UDP","214",""
"365","7.355863","172.168.1.44","10.10.10.38","UDP","214",""
"366","7.376038","172.168.1.44","10.10.10.38","UDP","214",""
"367","7.396191","172.168.1.44","10.10.10.38","UDP","214",""
"368","7.416364","172.168.1.44","10.10.10.38","UDP","214",""
"369","7.436531","172.168.1.44","10.10.10.38","UDP","214",""
"370","7.456715","172.168.1.44","10.10.10.38","UDP","214",""
"371","7.476904","172.168.1.44","10.10.10.38","UDP","214",""
"372","7.497075","172.168.1.44","10.10.10.38","UDP","214",""
"373","7.517263","172.168.1.44","10.10.10.38","UDP","214",""
"374","7.537420","172.168.1.44","10.10.10.38","UDP","214",""
"375","7.557603","172.168.1.44","10.10.10.38","UDP","214",""
"376","7.577757","172.168.1.44","10.10.10.38","UDP","214",""
"377","7.597934","172.168.1.44","10.10.10.38","UDP","214",""
"378","7.618105","172.168.1.44","10.10.10.38","UDP","214",""
"379","7.638277","172.168.1.44","10.10.10.38","UDP","214",""
"380","7.658461","172.168.1.44","10.10.10.38","UDP","214",""
"381","7.678637","172.168.1.44","10.10.10.38","UDP","214",""
"382","7.698805","172.168.1.44","10.10.10.38","UDP","214",""
"383","7.718953","172.168.1.44","10.10.10.38","UDP","214",""
"384","7.739127","172.168.1.44","10.10.10.38","UDP","214",""
"385","7.759316","172.168.1.44","10.10.10.38","UDP","214",""
"386","7.779495","172.168.1.44","10.10.10.38","UDP","214",""
"387","7.799671","172.168.1.44","10.10.10.38","UDP","214",""
"388","7.819840","172.168.1.44","10.10.10.38","UDP","214",""
"389","7.840014","172.168.1.44","10.10.10.38","UDP","214",""
"390","7.860210","172.168.1.44","10.10.10.38","UDP","214",""
"391","7.880416","172.168.1.44","10.10.10.38","UDP","214",""
"392","7.900610","172.168.1.44","10.10.10.38","UDP","214",""
"393","7.920794","172.168.1.44","10.10.10.38","UDP","214",""
"394","7.941012","172.168.1.44","10.10.10.38","UDP","214",""
"395","7.961210","172.168.1.44","10.10.10.38","UDP","214",""
"396","7.981414","172.168.1.44","10.10.10.38","UDP","214",""
"397","8.001585","172.168.1.44","10.10.10.38","UDP","214",""
"398","8.021734","172.168.1.44","10.10.10.38","UDP","214",""
"399","8.041900","172.168.1.44","10.10.10.38","UDP","214",""
"400","8.062066","172.168.1.44","10.10.10.38","UDP","214",""
"401","8.082209","172.168.1.44","10.10.10.38","UDP","214",""
"402","8.102350","172.168.1.44","10.10.10.38","UDP","214",""
"403","8.122519","172.168.1.44","10.10.10.38","UDP","214",""
"404","8.142665","172.168.1.44","10.10.10.38","UDP","214",""
"405","8.162835","172.168.1.44","10.10.10.38","UDP","214",""
"406","8.182996","172.168.1.44","10.10.10.38","UDP","214",""
"407","8.203161","172.168.1.44","10.10.10.38","UDP","214",""
"408","8.223312","172.168.1.44","10.10.10.38","UDP","214",""
"409","8.243516","172.168.1.44","10.10.10.38","UDP","214",""
"410","8.263696","172.168.1.44","10.10.10.38","UDP","214",""
"411","8.283867","172.168.1.44","10.10.10.38","UDP","214",""
"412","8.304077","172.168.1.44","10.10.10.38","UDP","214",""
"413","8.324261","172.168.1.44","10.10.10.38","UDP","214",""
"414","8.344452","172.168.1.44","10.10.10.38","UDP","214",""
"415","8.364602","172.168.1.44","10.10.10.38","UDP","214",""
"416","8.384761","172.168.1.44","10.10.10.38","UDP","214",""
"417","8.404941","172.168.1.44","10.10.10.38","UDP","214",""
"418","8.425112","172.168.1.44","10.10.10.38","UDP","214",""
"419","8.445285","172.168.1.44","10.10.10.38","UDP","214",""
"420","8.465457","172.168.1.44","10.10.10.38","UDP","214",""
"421","8.485623","172.168.1.44","10.10.10.38","UDP","214",""
"422","8.505804","172.168.1.44","10.10.10.38","UDP","214",""
"423","8.525960","172.168.1.44","10.10.10.38","UDP","214",""
"424","8.546126","172.168.1.44","10.10.10.38","UDP","214",""
"425","8.566311","172.168.1.44","10.10.10.38","UDP","214",""
"426","8.586486","172.168.1.44","10.10.10.38","UDP","214",""
"427","8.606657","172.168.1.44","10.10.10.38","UDP","214",""
"428","8.626837","172.168.1.44","10.10.10.38","UDP","214",""
"429","8.646982","172.168.1.44","10.10.10.38","UDP","214",""
"430","8.667156","172.168.1.44","10.10.10.38","UDP","214",""
"431","8.687322","172.168.1.44","10.10.10.38","UDP","214",""
"432","8.707517","172.168.1.44","10.10.10.38","UDP","214",""
"433","8.727681","172.168.1.44","10.10.10.38","UDP","214",""
"434","8.747832","172.168.1.44","10.10.10.38","UDP","214",""
"435","8.768009","172.168.1.44","10.10.10.38","UDP","214",""
