"No.","Time","Source","Destination","Protocol","Length","Info"
"166","3.336935","172.168.1.44","10.10.10.22","UDP","214",""
"167","3.357169","172.168.1.44","10.10.10.22","UDP","214",""
"168","3.377368","172.168.1.44","10.10.10.22","UDP","214",""
"169","3.397544","172.168.1.44","10.10.10.22","UDP","214",""
"170","3.417739","172.168.1.44","10.10.10.22","UDP","214",""
"171","3.437941","172.168.1.44","10.10.10.22","UDP","214",""
"172","3.458161","172.168.1.44","10.10.10.22","UDP","214",""
"173","3.478376","172.168.1.44","10.10.10.22","UDP","214",""
"174","3.498603","172.168.1.44","10.10.10.22","UDP","214",""
"175","3.518846","172.168.1.44","10.10.10.22","UDP","214",""
"176","3.539051","172.168.1.44","10.10.10.22","UDP","214",""
"177","3.559239","172.168.1.44","10.10.10.22","UDP","214",""
"178","3.579435","172.168.1.44","10.10.10.22","UDP","214",""
"179","3.599632","172.168.1.44","10.10.10.22","UDP","214",""
"180","3.619852","172.168.1.44","10.10.10.22","UDP","214",""
"181","3.640062","172.168.1.44","10.10.10.22","UDP","214",""
"182","3.660280","172.168.1.44","10.10.10.22","UDP","214",""
"183","3.680502","172.168.1.44","10.10.10.22","UDP","214",""
"184","3.700724","172.168.1.44","10.10.10.22","UDP","214",""
"185","3.720949","172.168.1.44","10.10.10.22","UDP","214",""
"186","3.741163","172.168.1.44","10.10.10.22","UDP","214",""
"187","3.761382","172.168.1.44","10.10.10.22","UDP","214",""
"188","3.781606","172.168.1.44","10.10.10.22","UDP","214",""
"189","3.801840","172.168.1.44","10.10.10.22","UDP","214",""
"190","3.822054","172.168.1.44","10.10.10.22","UDP","214",""
"191","3.842244","172.168.1.44","10.10.10.22","UDP","214",""
"192","3.862454","172.168.1.44","10.10.10.22","UDP","214",""
"193","3.882672","172.168.1.44","10.10.10.22","UDP","214",""
"194","3.902952","172.168.1.44","10.10.10.22","UDP","214",""
"195","3.923169","172.168.1.44","10.10.10.22","UDP","214",""
"196","3.943379","172.168.1.44","10.10.10.22","UDP","214",""
"197","3.963654","172.168.1.44","10.10.10.22","UDP","214",""
"198","3.983896","172.168.1.44","10.10.10.22","UDP","214",""
"199","4.004093","172.168.1.44","10.10.10.22","UDP","214",""
"200","4.024356","172.168.1.44","10.10.10.22","UDP","214",""
"201","4.044566","172.168.1.44","10.10.10.22","UDP","214",""
"202","4.064799","172.168.1.44","10.10.10.22","UDP","214",""
"203","4.085039","172.168.1.44","10.10.10.22","UDP","214",""
"204","4.105246","172.168.1.44","10.10.10.22","UDP","214",""
"205","4.125450","172.168.1.44","10.10.10.22","UDP","214",""
"206","4.145634","172.168.1.44","10.10.10.22","UDP","214",""
"207","4.165839","172.168.1.44","10.10.10.22","UDP","214",""
"208","4.186041","172.168.1.44","10.10.10.22","UDP","214",""
"209","4.206246","172.168.1.44","10.10.10.22","UDP","214",""
"210","4.226445","172.168.1.44","10.10.10.22","UDP","214",""
"211","4.246652","172.168.1.44","10.10.10.22","UDP","214",""
"212","4.266888","172.168.1.44","10.10.10.22","UDP","214",""
"213","4.287104","172.168.1.44","10.10.10.22","UDP","214",""
"214","4.307316","172.168.1.44","10.10.10.22","UDP","214",""
"215","4.327493","172.168.1.44","10.10.10.22","UDP","214",""
"216","4.347698","172.168.1.44","10.10.10.22","UDP","214",""
"217","4.367967","172.168.1.44","10.10.10.22","UDP","214",""
"218","4.388172","172.168.1.44","10.10.10.22","UDP","214",""
"219","4.408375","172.168.1.44","10.10.10.22","UDP","214",""
"220","4.428577","172.168.1.44","10.10.10.22","UDP","214",""
"221","4.448793","172.168.1.44","10.10.10.22","UDP","214",""
"222","4.468993","172.168.1.44","10.10.10.22","UDP","214",""
"223","4.489248","172.168.1.44","10.10.10.22","UDP","214",""
"224","4.509427","172.168.1.44","10.10.10.22","UDP","214",""
"225","4.529614","172.168.1.44","10.10.10.22","UDP","214",""
"226","4.549823","172.168.1.44","10.10.10.22","UDP","214",""
"227","4.569981","172.168.1.44","10.10.10.22","UDP","214",""
"228","4.590148","172.168.1.44","10.10.10.22","UDP","214",""
"229","4.610319","172.168.1.44","10.10.10.22","UDP","214",""
"230","4.630491","172.168.1.44","10.10.10.22","UDP","214",""
"231","4.650680","172.168.1.44","10.10.10.22","UDP","214",""
"232","4.670903","172.168.1.44","10.10.10.22","UDP","214",""
"233","4.691098","172.168.1.44","10.10.10.22","UDP","214",""
"234","4.711294","172.168.1.44","10.10.10.22","UDP","214",""
"235","4.731485","172.168.1.44","10.10.10.22","UDP","214",""
"236","4.751672","172.168.1.44","10.10.10.22","UDP","214",""
"237","4.771880","172.168.1.44","10.10.10.22","UDP","214",""
"238","4.792054","172.168.1.44","10.10.10.22","UDP","214",""
"239","4.812240","172.168.1.44","10.10.10.22","UDP","214",""
"240","4.832485","172.168.1.44","10.10.10.22","UDP","214",""
"241","4.852696","172.168.1.44","10.10.10.22","UDP","214",""
"242","4.872840","172.168.1.44","10.10.10.22","UDP","214",""
"243","4.893046","172.168.1.44","10.10.10.22","UDP","214",""
"244","4.913205","172.168.1.44","10.10.10.22","UDP","214",""
"245","4.933376","172.168.1.44","10.10.10.22","UDP","214",""
"246","4.953578","172.168.1.44","10.10.10.22","UDP","214",""
"247","4.973759","172.168.1.44","10.10.10.22","UDP","214",""
"248","4.993927","172.168.1.44","10.10.10.22","UDP","214",""
"249","5.014142","172.168.1.44","10.10.10.22","UDP","214",""
"250","5.034304","172.168.1.44","10.10.10.22","UDP","214",""
"251","5.054537","172.168.1.44","10.10.10.22","UDP","214",""
"252","5.074694","172.168.1.44","10.10.10.22","UDP","214",""
"253","5.094847","172.168.1.44","10.10.10.22","UDP","214",""
"254","5.115019","172.168.1.44","10.10.10.22","UDP","214",""
"255","5.135186","172.168.1.44","10.10.10.22","UDP","214",""
"256","5.155360","172.168.1.44","10.10.10.22","UDP","214",""
"257","5.175565","172.168.1.44","10.10.10.22","UDP","214",""
"258","5.195748","172.168.1.44","10.10.10.22","UDP","214",""
"259","5.215969","172.168.1.44","10.10.10.22","UDP","214",""
"260","5.236126","172.168.1.44","10.10.10.22","UDP","214",""
"261","5.256279","172.168.1.44","10.10.10.22","UDP","214",""
"262","5.276455","172.168.1.44","10.10.10.22","UDP","214",""
"263","5.296650","172.168.1.44","10.10.10.22","UDP","214",""
"264","5.316837","172.168.1.44","10.10.10.22","UDP","214",""
"265","5.337007","172.168.1.44","10.10.10.22","UDP","214",""
"266","5.357210","172.168.1.44","10.10.10.22","UDP","214",""
"267","5.377369","172.168.1.44","10.10.10.22","UDP","214",""
"268","5.397557","172.168.1.44","10.10.10.22","UDP","214",""
"269","5.417766","172.168.1.44","10.10.10.22","UDP","214",""
"270","5.437957","172.168.1.44","10.10.10.22","UDP","214",""
"271","5.458171","172.168.1.44","10.10.10.22","UDP","214",""
"272","5.478384","172.168.1.44","10.10.10.22","UDP","214",""
"273","5.498617","172.168.1.44","10.10.10.22","UDP","214",""
"274","5.518803","172.168.1.44","10.10.10.22","UDP","214",""
"275","5.538978","172.168.1.44","10.10.10.22","UDP","214",""
"276","5.559168","172.168.1.44","10.10.10.22","UDP","214",""
"277","5.579334","172.168.1.44","10.10.10.22","UDP","214",""
"278","5.599502","172.168.1.44","10.10.10.22","UDP","214",""
"279","5.619668","172.168.1.44","10.10.10.22","UDP","214",""
"280","5.639839","172.168.1.44","10.10.10.22","UDP","214",""
"281","5.660040","172.168.1.44","10.10.10.22","UDP","214",""
"282","5.680244","172.168.1.44","10.10.10.22","UDP","214",""
"283","5.700407","172.168.1.44","10.10.10.22","UDP","214",""
"284","5.720583","172.168.1.44","10.10.10.22","UDP","214",""
"285","5.740766","172.168.1.44","10.10.10.22","UDP","214",""
"286","5.760965","172.168.1.44","10.10.10.22","UDP","214",""
"287","5.781155","172.168.1.44","10.10.10.22","UDP","214",""
"288","5.801346","172.168.1.44","10.10.10.22","UDP","214",""
"289","5.821494","172.168.1.44","10.10.10.22","UDP","214",""
"290","5.841704","172.168.1.44","10.10.10.22","UDP","214",""
"291","5.861880","172.168.1.44","10.10.10.22","UDP","214",""
"292","5.882043","172.168.1.44","10.10.10.22","UDP","214",""
"293","5.902190","172.168.1.44","10.10.10.22","UDP","214",""
"294","5.922350","172.168.1.44","10.10.10.22","UDP","214",""
"295","5.942551","172.168.1.44","10.10.10.22","UDP","214",""
"296","5.962739","172.168.1.44","10.10.10.22","UDP","214",""
"297","5.982949","172.168.1.44","10.10.10.22","UDP","214",""
"298","6.003104","172.168.1.44","10.10.10.22","UDP","214",""
"299","6.023248","172.168.1.44","10.10.10.22","UDP","214",""
"300","6.043455","172.168.1.44","10.10.10.22","UDP","214",""
"301","6.063634","172.168.1.44","10.10.10.22","UDP","214",""
"302","6.083790","172.168.1.44","10.10.10.22","UDP","214",""
"303","6.103987","172.168.1.44","10.10.10.22","UDP","214",""
"304","6.124209","172.168.1.44","10.10.10.22","UDP","214",""
"305","6.144388","172.168.1.44","10.10.10.22","UDP","214",""
"306","6.164570","172.168.1.44","10.10.10.22","UDP","214",""
"307","6.184737","172.168.1.44","10.10.10.22","UDP","214",""
"308","6.204906","172.168.1.44","10.10.10.22","UDP","214",""
"309","6.225079","172.168.1.44","10.10.10.22","UDP","214",""
"310","6.245279","172.168.1.44","10.10.10.22","UDP","214",""
"311","6.265456","172.168.1.44","10.10.10.22","UDP","214",""
"312","6.285660","172.168.1.44","10.10.10.22","UDP","214",""
"313","6.305845","172.168.1.44","10.10.10.22","UDP","214",""
"314","6.326032","172.168.1.44","10.10.10.22","UDP","214",""
"315","6.346184","172.168.1.44","10.10.10.22","UDP","214",""
"316","6.366343","172.168.1.44","10.10.10.22","UDP","214",""
"317","6.386535","172.168.1.44","10.10.10.22","UDP","214",""
"318","6.406703","172.168.1.44","10.10.10.22","UDP","214",""
"319","6.426877","172.168.1.44","10.10.10.22","UDP","214",""
"320","6.447059","172.168.1.44","10.10.10.22","UDP","214",""
"321","6.467214","172.168.1.44","10.10.10.22","UDP","214",""
"322","6.487409","172.168.1.44","10.10.10.22","UDP","214",""
"323","6.507618","172.168.1.44","10.10.10.22","UDP","214",""
"324","6.527774","172.168.1.44","10.10.10.22","UDP","214",""
"325","6.547989","172.168.1.44","10.10.10.22","UDP","214",""
"326","6.568174","172.168.1.44","10.10.10.22","UDP","214",""
"327","6.588345","172.168.1.44","10.10.10.22","UDP","214",""
"328","6.608555","172.168.1.44","10.10.10.22","UDP","214",""
"329","6.628733","172.168.1.44","10.10.10.22","UDP","214",""
"330","6.648930","172.168.1.44","10.10.10.22","UDP","214",""
"331","6.669114","172.168.1.44","10.10.10.22","UDP","214",""
"332","6.689272","172.168.1.44","10.10.10.22","UDP","214",""
"333","6.709459","172.168.1.44","10.10.10.22","UDP","214",""
"334","6.729668","172.168.1.44","10.10.10.22","UDP","214",""
"335","6.749855","172.168.1.44","10.10.10.22","UDP","214",""
"336","6.770034","172.168.1.44","10.10.10.22","UDP","214",""
"337","6.790230","172.168.1.44","10.10.10.22","UDP","214",""
"338","6.810386","172.168.1.44","10.10.10.22","UDP","214",""
"339","6.830553","172.168.1.44","10.10.10.22","UDP","214",""
"340","6.850702","172.168.1.44","10.10.10.22","UDP","214",""
"341","6.870876","172.168.1.44","10.10.10.22","UDP","214",""
"342","6.891060","172.168.1.44","10.10.10.22","UDP","214",""
"343","6.911224","172.168.1.44","10.10.10.22","UDP","214",""
"344","6.931397","172.168.1.44","10.10.10.22","UDP","214",""
"345","6.951595","172.168.1.44","10.10.10.22","UDP","214",""
"346","6.971787","172.168.1.44","10.10.10.22","UDP","214",""
"347","6.991978","172.168.1.44","10.10.10.22","UDP","214",""
"348","7.012154","172.168.1.44","10.10.10.22","UDP","214",""
"349","7.032329","172.168.1.44","10.10.10.22","UDP","214",""
"350","7.052488","172.168.1.44","10.10.10.22","UDP","214",""
"351","7.072656","172.168.1.44","10.10.10.22","UDP","214",""
"352","7.092849","172.168.1.44","10.10.10.22","UDP","214",""
"353","7.113010","172.168.1.44","10.10.10.22","UDP","214",""
"354","7.133173","172.168.1.44","10.10.10.22","UDP","214",""
"355","7.153347","172.168.1.44","10.10.10.22","UDP","214",""
"356","7.173526","172.168.1.44","10.10.10.22","UDP","214",""
"357","7.193699","172.168.1.44","10.10.10.22","UDP","214",""
"358","7.213858","172.168.1.44","10.10.10.22","UDP","214",""
"359","7.234023","172.168.1.44","10.10.10.22","UDP","214",""
"360","7.254221","172.168.1.44","10.10.10.22","UDP","214",""
"361","7.274376","172.168.1.44","10.10.10.22","UDP","214",""
"362","7.294562","172.168.1.44","10.10.10.22","UDP","214",""
"363","7.314740","172.168.1.44","10.10.10.22","UDP","214",""
"364","7.334913","172.168.1.44","10.10.10.22","UDP","214",""
"365","7.355139","172.168.1.44","10.10.10.22","UDP","214",""
"366","7.375326","172.168.1.44","10.10.10.22","UDP","214",""
"367","7.395497","172.168.1.44","10.10.10.22","UDP","214",""
"368","7.415670","172.168.1.44","10.10.10.22","UDP","214",""
"369","7.435869","172.168.1.44","10.10.10.22","UDP","214",""
"370","7.456048","172.168.1.44","10.10.10.22","UDP","214",""
"371","7.476223","172.168.1.44","10.10.10.22","UDP","214",""
"372","7.496395","172.168.1.44","10.10.10.22","UDP","214",""
"373","7.516573","172.168.1.44","10.10.10.22","UDP","214",""
"374","7.536781","172.168.1.44","10.10.10.22","UDP","214",""
"375","7.556978","172.168.1.44","10.10.10.22","UDP","214",""
"376","7.577203","172.168.1.44","10.10.10.22","UDP","214",""
"377","7.597389","172.168.1.44","10.10.10.22","UDP","214",""
"378","7.617555","172.168.1.44","10.10.10.22","UDP","214",""
"379","7.637748","172.168.1.44","10.10.10.22","UDP","214",""
"380","7.657918","172.168.1.44","10.10.10.22","UDP","214",""
"381","7.678075","172.168.1.44","10.10.10.22","UDP","214",""
"382","7.698258","172.168.1.44","10.10.10.22","UDP","214",""
"383","7.718444","172.168.1.44","10.10.10.22","UDP","214",""
"384","7.738604","172.168.1.44","10.10.10.22","UDP","214",""
"385","7.758802","172.168.1.44","10.10.10.22","UDP","214",""
"386","7.778997","172.168.1.44","10.10.10.22","UDP","214",""
"387","7.799146","172.168.1.44","10.10.10.22","UDP","214",""
"388","7.819340","172.168.1.44","10.10.10.22","UDP","214",""
"389","7.839499","172.168.1.44","10.10.10.22","UDP","214",""
"390","7.859675","172.168.1.44","10.10.10.22","UDP","214",""
"391","7.879846","172.168.1.44","10.10.10.22","UDP","214",""
"392","7.900047","172.168.1.44","10.10.10.22","UDP","214",""
"393","7.920207","172.168.1.44","10.10.10.22","UDP","214",""
"394","7.940370","172.168.1.44","10.10.10.22","UDP","214",""
"395","7.960569","172.168.1.44","10.10.10.22","UDP","214",""
"396","7.980750","172.168.1.44","10.10.10.22","UDP","214",""
"397","8.000914","172.168.1.44","10.10.10.22","UDP","214",""
"398","8.021069","172.168.1.44","10.10.10.22","UDP","214",""
"399","8.041250","172.168.1.44","10.10.10.22","UDP","214",""
"400","8.061408","172.168.1.44","10.10.10.22","UDP","214",""
"401","8.081579","172.168.1.44","10.10.10.22","UDP","214",""
"402","8.101754","172.168.1.44","10.10.10.22","UDP","214",""
"403","8.121927","172.168.1.44","10.10.10.22","UDP","214",""
"404","8.142091","172.168.1.44","10.10.10.22","UDP","214",""
"405","8.162294","172.168.1.44","10.10.10.22","UDP","214",""
"406","8.182459","172.168.1.44","10.10.10.22","UDP","214",""
"407","8.202628","172.168.1.44","10.10.10.22","UDP","214",""
"408","8.222813","172.168.1.44","10.10.10.22","UDP","214",""
"409","8.242989","172.168.1.44","10.10.10.22","UDP","214",""
"410","8.263227","172.168.1.44","10.10.10.22","UDP","214",""
"411","8.283408","172.168.1.44","10.10.10.22","UDP","214",""
"412","8.303594","172.168.1.44","10.10.10.22","UDP","214",""
"413","8.323778","172.168.1.44","10.10.10.22","UDP","214",""
"414","8.343946","172.168.1.44","10.10.10.22","UDP","214",""
"415","8.364114","172.168.1.44","10.10.10.22","UDP","214",""
"416","8.384297","172.168.1.44","10.10.10.22","UDP","214",""
"417","8.404503","172.168.1.44","10.10.10.22","UDP","214",""
"418","8.424692","172.168.1.44","10.10.10.22","UDP","214",""
"419","8.444856","172.168.1.44","10.10.10.22","UDP","214",""
"420","8.465034","172.168.1.44","10.10.10.22","UDP","214",""
"421","8.485218","172.168.1.44","10.10.10.22","UDP","214",""
"422","8.505395","172.168.1.44","10.10.10.22","UDP","214",""
"423","8.525587","172.168.1.44","10.10.10.22","UDP","214",""
"424","8.545765","172.168.1.44","10.10.10.22","UDP","214",""
"425","8.565994","172.168.1.44","10.10.10.22","UDP","214",""
"426","8.586165","172.168.1.44","10.10.10.22","UDP","214",""
"427","8.606373","172.168.1.44","10.10.10.22","UDP","214",""
"428","8.626554","172.168.1.44","10.10.10.22","UDP","214",""
"429","8.646775","172.168.1.44","10.10.10.22","UDP","214",""
"430","8.666993","172.168.1.44","10.10.10.22","UDP","214",""
"431","8.687167","172.168.1.44","10.10.10.22","UDP","214",""
"432","8.707383","172.168.1.44","10.10.10.22","UDP","214",""
"433","8.727552","172.168.1.44","10.10.10.22","UDP","214",""
"434","8.747726","172.168.1.44","10.10.10.22","UDP","214",""
"435","8.767931","172.168.1.44","10.10.10.22","UDP","214",""
